Start Time,End Time,EW,WE,NS,SN
07:45:00,07:45:20,9,4,4,9
07:45:20,07:45:40,0,4,6,9
07:45:40,07:46:00,5,7,5,0
07:46:00,07:46:20,2,0,8,2
07:46:20,07:46:40,1,2,3,1
07:46:40,07:47:00,1,2,9,1
07:47:00,07:47:20,9,6,3,9
07:47:20,07:47:40,4,8,1,5
07:47:40,07:48:00,3,0,6,1
07:48:00,07:48:20,8,2,3,6
07:48:20,07:48:40,3,4,4,2
07:48:40,07:49:00,3,1,7,6
07:49:00,07:49:20,3,1,5,7
07:49:20,07:49:40,0,2,2,1
07:49:40,07:50:00,0,2,3,3
07:50:00,07:50:20,4,6,2,1
07:50:20,07:50:40,6,4,7,7
07:50:40,07:51:00,0,3,9,1
07:51:00,07:51:20,5,1,8,1
07:51:20,07:51:40,0,2,3,3
07:51:40,07:52:00,5,2,5,2
07:52:00,07:52:20,5,2,7,3
07:52:20,07:52:40,9,3,7,6
07:52:40,07:53:00,6,7,6,6
07:53:00,07:53:20,1,1,2,2
07:53:20,07:53:40,7,7,1,2
07:53:40,07:54:00,7,5,8,4
07:54:00,07:54:20,7,6,8,9
07:54:20,07:54:40,0,8,3,0
07:54:40,07:55:00,2,1,0,9
07:55:00,07:55:20,5,5,0,9
07:55:20,07:55:40,3,8,9,9
07:55:40,07:56:00,4,8,2,2
07:56:00,07:56:20,6,8,4,0
07:56:20,07:56:40,7,2,2,8
07:56:40,07:57:00,7,6,2,1
07:57:00,07:57:20,0,8,8,9
07:57:20,07:57:40,5,8,8,3
07:57:40,07:58:00,7,3,8,9
07:58:00,07:58:20,6,3,5,7
07:58:20,07:58:40,3,3,8,7
07:58:40,07:59:00,2,3,0,2
07:59:00,07:59:20,1,5,3,7
07:59:20,07:59:40,5,3,6,1
07:59:40,08:00:00,3,4,4,4
08:00:00,08:00:20,6,4,8,9
08:00:20,08:00:40,1,9,8,8
08:00:40,08:01:00,9,1,4,2
08:01:00,08:01:20,3,7,5,9
08:01:20,08:01:40,2,4,0,0
08:01:40,08:02:00,6,5,7,2
08:02:00,08:02:20,7,7,4,9
08:02:20,08:02:40,6,8,7,7
08:02:40,08:03:00,7,0,9,4
08:03:00,08:03:20,1,0,2,7
08:03:20,08:03:40,5,6,6,2
08:03:40,08:04:00,3,5,4,7
08:04:00,08:04:20,9,4,2,7
08:04:20,08:04:40,6,4,1,1
08:04:40,08:05:00,1,0,6,9
08:05:00,08:05:20,0,5,3,1
08:05:20,08:05:40,5,4,0,4
08:05:40,08:06:00,3,0,9,0
08:06:00,08:06:20,5,9,5,1
08:06:20,08:06:40,1,6,2,0
08:06:40,08:07:00,6,5,1,6
08:07:00,08:07:20,4,1,0,5
08:07:20,08:07:40,3,4,0,2
08:07:40,08:08:00,2,9,3,4
08:08:00,08:08:20,5,9,6,6
08:08:20,08:08:40,3,9,7,3
08:08:40,08:09:00,4,5,0,9
08:09:00,08:09:20,3,1,0,7
08:09:20,08:09:40,1,2,0,4
08:09:40,08:10:00,8,7,1,1
08:10:00,08:10:20,7,8,0,1
08:10:20,08:10:40,5,0,6,8
08:10:40,08:11:00,7,0,7,0
08:11:00,08:11:20,3,1,9,3
08:11:20,08:11:40,0,4,1,7
08:11:40,08:12:00,8,5,8,5
08:12:00,08:12:20,9,8,1,6
08:12:20,08:12:40,7,1,7,8
08:12:40,08:13:00,2,6,0,3
08:13:00,08:13:20,2,1,9,8
08:13:20,08:13:40,8,3,8,5
08:13:40,08:14:00,1,1,3,8
08:14:00,08:14:20,2,0,6,0
08:14:20,08:14:40,0,2,9,6
08:14:40,08:15:00,9,8,4,5
08:15:00,08:15:20,0,1,2,3
08:15:20,08:15:40,7,0,0,4
08:15:40,08:16:00,5,7,8,7
08:16:00,08:16:20,0,3,5,5
08:16:20,08:16:40,3,0,5,7
08:16:40,08:17:00,8,3,3,1
08:17:00,08:17:20,0,7,7,9
08:17:20,08:17:40,7,5,5,1
08:17:40,08:18:00,2,9,4,7
08:18:00,08:18:20,9,2,3,7
08:18:20,08:18:40,4,2,9,5
08:18:40,08:19:00,5,2,6,0
08:19:00,08:19:20,5,6,0,0
08:19:20,08:19:40,0,3,3,8
08:19:40,08:20:00,5,4,2,2
08:20:00,08:20:20,9,3,4,6
08:20:20,08:20:40,4,2,9,2
08:20:40,08:21:00,9,8,6,8
08:21:00,08:21:20,8,6,7,8
08:21:20,08:21:40,6,7,6,1
08:21:40,08:22:00,0,6,7,1
08:22:00,08:22:20,4,4,3,7
08:22:20,08:22:40,5,8,5,6
08:22:40,08:23:00,4,3,3,5
08:23:00,08:23:20,1,1,2,4
08:23:20,08:23:40,6,3,8,3
08:23:40,08:24:00,5,7,0,2
08:24:00,08:24:20,1,6,8,7
08:24:20,08:24:40,7,0,4,1
08:24:40,08:25:00,6,1,8,7
08:25:00,08:25:20,3,7,1,4
08:25:20,08:25:40,5,1,6,0
08:25:40,08:26:00,3,2,5,2
08:26:00,08:26:20,9,0,0,9
08:26:20,08:26:40,4,7,4,7
08:26:40,08:27:00,4,7,2,8
08:27:00,08:27:20,9,4,0,7
08:27:20,08:27:40,7,7,8,2
08:27:40,08:28:00,5,4,4,1
08:28:00,08:28:20,9,4,5,6
08:28:20,08:28:40,5,4,9,3
08:28:40,08:29:00,3,1,9,2
08:29:00,08:29:20,5,0,8,1
08:29:20,08:29:40,6,2,6,7
08:29:40,08:30:00,6,7,5,7
08:30:00,08:30:20,5,5,1,3
08:30:20,08:30:40,2,6,2,2
08:30:40,08:31:00,4,2,1,0
08:31:00,08:31:20,2,0,8,8
08:31:20,08:31:40,4,0,7,7
08:31:40,08:32:00,6,4,0,7
08:32:00,08:32:20,5,8,2,6
08:32:20,08:32:40,2,4,6,6
08:32:40,08:33:00,3,1,7,8
08:33:00,08:33:20,0,0,9,3
08:33:20,08:33:40,1,3,4,3
08:33:40,08:34:00,0,4,4,0
08:34:00,08:34:20,0,5,7,7
08:34:20,08:34:40,2,1,0,9
08:34:40,08:35:00,3,4,5,3
08:35:00,08:35:20,3,7,3,4
08:35:20,08:35:40,9,1,7,0
08:35:40,08:36:00,0,6,1,0
08:36:00,08:36:20,7,1,7,5
08:36:20,08:36:40,2,1,0,4
08:36:40,08:37:00,6,3,8,8
08:37:00,08:37:20,0,4,2,6
08:37:20,08:37:40,1,0,0,5
08:37:40,08:38:00,1,4,1,6
08:38:00,08:38:20,5,8,5,5
08:38:20,08:38:40,7,4,8,6
08:38:40,08:39:00,9,3,2,8
08:39:00,08:39:20,4,6,2,7
08:39:20,08:39:40,7,9,8,3
08:39:40,08:40:00,8,9,2,1
08:40:00,08:40:20,7,7,2,5
08:40:20,08:40:40,1,3,8,2
08:40:40,08:41:00,4,9,2,2
08:41:00,08:41:20,4,5,3,0
08:41:20,08:41:40,8,2,8,7
08:41:40,08:42:00,1,2,2,8
08:42:00,08:42:20,5,4,3,0
08:42:20,08:42:40,3,9,6,8
08:42:40,08:43:00,7,4,2,5
08:43:00,08:43:20,9,0,9,0
08:43:20,08:43:40,1,5,1,3
08:43:40,08:44:00,2,1,8,3
08:44:00,08:44:20,8,6,3,9
08:44:20,08:44:40,2,0,2,5
08:44:40,08:45:00,5,5,7,1
08:45:00,08:45:20,1,8,9,8
08:45:20,08:45:40,5,5,6,0
08:45:40,08:46:00,5,2,7,3
08:46:00,08:46:20,6,8,3,9
08:46:20,08:46:40,3,2,3,5
08:46:40,08:47:00,1,8,3,5
08:47:00,08:47:20,9,6,0,4
08:47:20,08:47:40,5,5,8,7
08:47:40,08:48:00,3,7,3,4
08:48:00,08:48:20,4,2,4,6
08:48:20,08:48:40,2,4,2,8
08:48:40,08:49:00,6,7,4,9
08:49:00,08:49:20,3,0,3,5
08:49:20,08:49:40,0,5,5,7
08:49:40,08:50:00,4,2,9,9
08:50:00,08:50:20,8,0,5,8
08:50:20,08:50:40,2,6,7,7
08:50:40,08:51:00,1,5,3,1
08:51:00,08:51:20,0,8,5,8
08:51:20,08:51:40,7,7,6,2
08:51:40,08:52:00,0,4,9,6
08:52:00,08:52:20,9,8,6,3
08:52:20,08:52:40,9,1,2,7
08:52:40,08:53:00,1,0,2,6
08:53:00,08:53:20,2,5,0,2
08:53:20,08:53:40,3,6,9,3
08:53:40,08:54:00,8,9,5,2
08:54:00,08:54:20,1,3,8,0
08:54:20,08:54:40,3,3,1,1
08:54:40,08:55:00,7,9,7,2
08:55:00,08:55:20,7,7,4,6
08:55:20,08:55:40,8,4,8,6
08:55:40,08:56:00,3,6,5,1
08:56:00,08:56:20,2,0,5,3
08:56:20,08:56:40,4,6,0,3
08:56:40,08:57:00,0,0,8,3
08:57:00,08:57:20,1,6,0,9
08:57:20,08:57:40,4,8,1,8
08:57:40,08:58:00,8,8,0,4
08:58:00,08:58:20,8,9,8,5
08:58:20,08:58:40,0,2,1,3
08:58:40,08:59:00,8,6,9,2
08:59:00,08:59:20,7,8,3,2
08:59:20,08:59:40,9,4,4,4
08:59:40,09:00:00,0,0,7,0
09:00:00,09:00:20,6,8,1,5
09:00:20,09:00:40,3,3,2,2
09:00:40,09:01:00,2,5,8,4
09:01:00,09:01:20,3,1,1,9
09:01:20,09:01:40,1,3,0,5
09:01:40,09:02:00,5,8,1,8
09:02:00,09:02:20,7,0,9,6
09:02:20,09:02:40,2,1,8,5
09:02:40,09:03:00,7,9,5,4
09:03:00,09:03:20,9,4,3,9
09:03:20,09:03:40,7,2,5,3
09:03:40,09:04:00,2,3,9,5
09:04:00,09:04:20,4,1,1,2
09:04:20,09:04:40,9,8,7,4
09:04:40,09:05:00,2,5,6,2
09:05:00,09:05:20,0,7,1,0
09:05:20,09:05:40,2,1,7,8
09:05:40,09:06:00,5,2,6,1
09:06:00,09:06:20,1,4,9,6
09:06:20,09:06:40,7,4,6,2
09:06:40,09:07:00,1,3,6,6
09:07:00,09:07:20,2,9,2,7
09:07:20,09:07:40,4,0,2,1
09:07:40,09:08:00,9,5,5,0
09:08:00,09:08:20,2,0,5,1
09:08:20,09:08:40,2,0,7,3
09:08:40,09:09:00,4,1,9,9
09:09:00,09:09:20,9,4,4,4
09:09:20,09:09:40,6,1,7,0
09:09:40,09:10:00,7,0,5,7
09:10:00,09:10:20,4,1,9,5
09:10:20,09:10:40,2,6,1,5
09:10:40,09:11:00,2,6,8,2
09:11:00,09:11:20,2,5,1,0
09:11:20,09:11:40,1,3,9,6
09:11:40,09:12:00,6,0,9,6
09:12:00,09:12:20,0,3,0,5
09:12:20,09:12:40,1,0,4,8
09:12:40,09:13:00,7,4,2,2
09:13:00,09:13:20,8,0,7,0
09:13:20,09:13:40,8,3,4,2
09:13:40,09:14:00,2,3,6,6
09:14:00,09:14:20,0,4,1,2
09:14:20,09:14:40,8,7,1,5
09:14:40,09:15:00,9,1,4,2
09:15:00,09:15:20,0,1,3,2
09:15:20,09:15:40,6,2,8,0
09:15:40,09:16:00,7,2,1,9
09:16:00,09:16:20,0,4,8,1
09:16:20,09:16:40,5,2,1,4
09:16:40,09:17:00,1,9,4,9
09:17:00,09:17:20,1,2,7,3
09:17:20,09:17:40,9,8,0,1
09:17:40,09:18:00,7,9,4,6
09:18:00,09:18:20,0,7,7,9
09:18:20,09:18:40,8,3,0,4
09:18:40,09:19:00,2,1,5,1
09:19:00,09:19:20,0,3,5,6
09:19:20,09:19:40,0,8,4,3
09:19:40,09:20:00,2,2,4,7
09:20:00,09:20:20,7,1,7,1
09:20:20,09:20:40,3,7,0,6
09:20:40,09:21:00,2,6,2,4
09:21:00,09:21:20,7,0,1,0
09:21:20,09:21:40,8,8,6,6
09:21:40,09:22:00,1,4,7,0
09:22:00,09:22:20,1,5,8,2
09:22:20,09:22:40,5,8,2,8
09:22:40,09:23:00,6,3,3,1
09:23:00,09:23:20,8,7,5,9
09:23:20,09:23:40,7,2,8,8
09:23:40,09:24:00,2,9,6,7
09:24:00,09:24:20,6,7,3,1
09:24:20,09:24:40,3,8,8,9
09:24:40,09:25:00,4,8,5,9
09:25:00,09:25:20,1,6,0,3
09:25:20,09:25:40,9,6,7,5
09:25:40,09:26:00,8,3,1,2
09:26:00,09:26:20,8,8,4,5
09:26:20,09:26:40,4,8,3,5
09:26:40,09:27:00,6,4,6,2
09:27:00,09:27:20,0,1,9,9
09:27:20,09:27:40,3,5,4,4
09:27:40,09:28:00,0,9,6,3
09:28:00,09:28:20,4,8,2,8
09:28:20,09:28:40,9,4,4,5
09:28:40,09:29:00,4,2,3,5
09:29:00,09:29:20,7,1,5,9
09:29:20,09:29:40,4,7,9,1
09:29:40,09:30:00,5,3,5,6
09:30:00,09:30:20,6,6,2,0
09:30:20,09:30:40,2,8,2,3
09:30:40,09:31:00,0,0,8,2
09:31:00,09:31:20,3,4,0,7
09:31:20,09:31:40,1,3,9,5
09:31:40,09:32:00,3,9,1,3
09:32:00,09:32:20,1,2,2,9
09:32:20,09:32:40,7,6,8,5
09:32:40,09:33:00,4,9,8,1
09:33:00,09:33:20,8,8,3,2
09:33:20,09:33:40,3,5,7,6
09:33:40,09:34:00,3,0,5,2
09:34:00,09:34:20,1,1,9,2
09:34:20,09:34:40,3,7,0,1
09:34:40,09:35:00,9,7,7,3
09:35:00,09:35:20,2,1,4,5
09:35:20,09:35:40,4,3,2,3
09:35:40,09:36:00,0,1,4,1
09:36:00,09:36:20,7,9,0,2
09:36:20,09:36:40,1,3,1,8
09:36:40,09:37:00,3,1,2,9
09:37:00,09:37:20,7,8,7,8
09:37:20,09:37:40,5,7,1,5
09:37:40,09:38:00,1,6,3,1
09:38:00,09:38:20,4,5,6,6
09:38:20,09:38:40,2,7,2,2
09:38:40,09:39:00,8,9,7,7
09:39:00,09:39:20,8,1,6,3
09:39:20,09:39:40,3,6,6,7
09:39:40,09:40:00,5,7,0,7
09:40:00,09:40:20,2,3,9,3
09:40:20,09:40:40,0,6,3,7
09:40:40,09:41:00,6,0,8,6
09:41:00,09:41:20,2,0,3,7
09:41:20,09:41:40,7,7,8,1
09:41:40,09:42:00,7,0,7,4
09:42:00,09:42:20,6,6,2,4
09:42:20,09:42:40,9,5,1,4
09:42:40,09:43:00,7,6,9,9
09:43:00,09:43:20,9,9,2,7
09:43:20,09:43:40,3,5,3,8
09:43:40,09:44:00,6,4,5,7
09:44:00,09:44:20,8,0,3,8
09:44:20,09:44:40,3,6,7,5
09:44:40,09:45:00,3,1,6,0
09:45:00,09:45:20,6,7,1,0
09:45:20,09:45:40,5,7,7,8
09:45:40,09:46:00,1,9,7,1
09:46:00,09:46:20,9,6,3,5
09:46:20,09:46:40,4,3,2,6
09:46:40,09:47:00,6,7,4,9
09:47:00,09:47:20,0,4,0,8
09:47:20,09:47:40,3,5,8,0
09:47:40,09:48:00,5,9,8,7
09:48:00,09:48:20,8,4,8,4
09:48:20,09:48:40,9,8,2,4
09:48:40,09:49:00,8,9,6,2
09:49:00,09:49:20,0,6,2,1
09:49:20,09:49:40,3,8,9,3
09:49:40,09:50:00,0,6,6,0
09:50:00,09:50:20,8,6,4,1
09:50:20,09:50:40,9,5,3,9
09:50:40,09:51:00,3,0,7,4
09:51:00,09:51:20,2,4,7,1
09:51:20,09:51:40,4,5,5,4
09:51:40,09:52:00,4,6,9,8
09:52:00,09:52:20,2,0,6,8
09:52:20,09:52:40,9,2,6,1
09:52:40,09:53:00,0,4,5,0
09:53:00,09:53:20,5,3,6,4
09:53:20,09:53:40,5,1,6,7
09:53:40,09:54:00,3,0,3,1
09:54:00,09:54:20,7,6,1,3
09:54:20,09:54:40,7,2,2,5
09:54:40,09:55:00,6,4,2,3
09:55:00,09:55:20,9,5,1,2
09:55:20,09:55:40,4,3,3,8
09:55:40,09:56:00,9,6,0,9
09:56:00,09:56:20,8,7,7,6
09:56:20,09:56:40,7,4,2,8
09:56:40,09:57:00,5,8,8,6
09:57:00,09:57:20,1,9,1,3
09:57:20,09:57:40,1,7,3,0
09:57:40,09:58:00,2,2,1,1
09:58:00,09:58:20,6,5,2,9
09:58:20,09:58:40,5,4,3,0
09:58:40,09:59:00,9,4,1,8
09:59:00,09:59:20,1,5,8,7
09:59:20,09:59:40,2,7,8,0
09:59:40,10:00:00,9,6,3,3
10:00:00,10:00:20,8,4,3,6
10:00:20,10:00:40,0,8,8,5
10:00:40,10:01:00,6,4,2,8
10:01:00,10:01:20,4,7,0,3
10:01:20,10:01:40,4,3,1,8
10:01:40,10:02:00,9,4,7,5
10:02:00,10:02:20,0,2,6,1
10:02:20,10:02:40,4,6,7,6
10:02:40,10:03:00,8,8,5,3
10:03:00,10:03:20,1,6,6,4
10:03:20,10:03:40,7,6,8,9
10:03:40,10:04:00,1,5,2,7
10:04:00,10:04:20,2,3,6,9
10:04:20,10:04:40,2,1,0,4
10:04:40,10:05:00,1,6,9,4
10:05:00,10:05:20,1,2,6,1
10:05:20,10:05:40,4,6,4,0
10:05:40,10:06:00,8,4,1,3
10:06:00,10:06:20,5,4,7,8
10:06:20,10:06:40,9,4,3,7
10:06:40,10:07:00,1,3,8,4
10:07:00,10:07:20,2,9,7,3
10:07:20,10:07:40,4,1,9,5
10:07:40,10:08:00,3,3,2,1
10:08:00,10:08:20,7,2,2,4
10:08:20,10:08:40,8,7,3,4
10:08:40,10:09:00,7,2,5,1
10:09:00,10:09:20,1,7,3,8
10:09:20,10:09:40,6,0,9,1
10:09:40,10:10:00,2,4,9,3
10:10:00,10:10:20,6,0,5,9
10:10:20,10:10:40,3,8,6,0
10:10:40,10:11:00,7,5,0,5
10:11:00,10:11:20,6,5,3,5
10:11:20,10:11:40,4,0,8,9
10:11:40,10:12:00,8,0,0,3
10:12:00,10:12:20,4,1,5,0
10:12:20,10:12:40,6,4,1,4
10:12:40,10:13:00,9,7,8,0
10:13:00,10:13:20,0,7,7,6
10:13:20,10:13:40,9,4,3,3
10:13:40,10:14:00,5,0,4,1
10:14:00,10:14:20,6,1,3,0
10:14:20,10:14:40,7,0,2,2
10:14:40,10:15:00,1,7,2,7
10:15:00,10:15:20,7,9,4,6
10:15:20,10:15:40,9,3,0,1
10:15:40,10:16:00,5,4,3,6
10:16:00,10:16:20,5,8,4,6
10:16:20,10:16:40,5,3,5,3
10:16:40,10:17:00,8,2,3,9
10:17:00,10:17:20,9,6,8,6
10:17:20,10:17:40,1,3,1,8
10:17:40,10:18:00,7,8,7,9
10:18:00,10:18:20,4,4,1,6
10:18:20,10:18:40,0,9,2,6
10:18:40,10:19:00,0,8,4,5
10:19:00,10:19:20,9,0,5,9
10:19:20,10:19:40,1,5,2,1
10:19:40,10:20:00,6,9,5,7
10:20:00,10:20:20,8,5,2,9
10:20:20,10:20:40,6,7,3,2
10:20:40,10:21:00,9,3,3,0
10:21:00,10:21:20,2,7,8,0
10:21:20,10:21:40,9,4,5,9
10:21:40,10:22:00,3,9,6,2
10:22:00,10:22:20,3,1,1,7
10:22:20,10:22:40,1,1,8,1
10:22:40,10:23:00,5,6,9,1
10:23:00,10:23:20,4,7,5,4
10:23:20,10:23:40,3,5,5,2
10:23:40,10:24:00,9,3,8,6
10:24:00,10:24:20,1,3,6,3
10:24:20,10:24:40,0,4,9,0
10:24:40,10:25:00,5,7,8,2
10:25:00,10:25:20,9,0,8,0
10:25:20,10:25:40,7,9,6,2
10:25:40,10:26:00,1,3,9,8
10:26:00,10:26:20,2,2,6,9
10:26:20,10:26:40,2,8,9,2
10:26:40,10:27:00,1,3,9,5
10:27:00,10:27:20,9,1,1,9
10:27:20,10:27:40,9,6,5,8
10:27:40,10:28:00,6,4,9,7
10:28:00,10:28:20,1,1,7,9
10:28:20,10:28:40,7,3,5,0
10:28:40,10:29:00,9,4,6,9
10:29:00,10:29:20,7,4,4,1
10:29:20,10:29:40,2,7,2,0
10:29:40,10:30:00,1,6,3,8
10:30:00,10:30:20,2,0,3,2
10:30:20,10:30:40,5,7,7,0
10:30:40,10:31:00,3,6,0,8
10:31:00,10:31:20,7,1,2,8
10:31:20,10:31:40,0,7,0,3
10:31:40,10:32:00,7,2,2,9
10:32:00,10:32:20,0,9,5,4
10:32:20,10:32:40,8,2,0,7
10:32:40,10:33:00,4,0,0,1
10:33:00,10:33:20,5,4,8,8
10:33:20,10:33:40,1,2,5,6
10:33:40,10:34:00,7,9,3,5
10:34:00,10:34:20,5,1,0,8
10:34:20,10:34:40,1,1,7,8
10:34:40,10:35:00,8,7,0,1
10:35:00,10:35:20,6,4,0,4
10:35:20,10:35:40,1,9,7,9
10:35:40,10:36:00,9,4,1,7
10:36:00,10:36:20,6,0,8,5
10:36:20,10:36:40,0,9,7,4
10:36:40,10:37:00,8,5,6,7
10:37:00,10:37:20,7,9,8,4
10:37:20,10:37:40,6,2,2,9
10:37:40,10:38:00,4,3,0,7
10:38:00,10:38:20,4,0,1,5
10:38:20,10:38:40,5,0,5,4
10:38:40,10:39:00,5,8,3,6
10:39:00,10:39:20,6,9,0,4
10:39:20,10:39:40,6,8,1,0
10:39:40,10:40:00,7,9,1,5
10:40:00,10:40:20,1,5,7,9
10:40:20,10:40:40,4,0,9,7
10:40:40,10:41:00,2,8,4,0
10:41:00,10:41:20,1,8,5,9
10:41:20,10:41:40,9,5,9,5
10:41:40,10:42:00,0,8,7,0
10:42:00,10:42:20,2,5,0,2
10:42:20,10:42:40,6,4,7,2
10:42:40,10:43:00,1,0,9,0
10:43:00,10:43:20,5,3,6,6
10:43:20,10:43:40,2,1,5,3
10:43:40,10:44:00,4,7,3,2
10:44:00,10:44:20,3,5,5,6
10:44:20,10:44:40,0,0,3,6
10:44:40,10:45:00,3,9,0,4
10:45:00,10:45:20,2,5,3,1
10:45:20,10:45:40,2,3,0,6
10:45:40,10:46:00,4,8,8,4
10:46:00,10:46:20,3,7,7,9
10:46:20,10:46:40,1,0,4,6
10:46:40,10:47:00,6,4,8,2
10:47:00,10:47:20,0,1,8,1
10:47:20,10:47:40,4,1,7,8
10:47:40,10:48:00,6,3,7,2
10:48:00,10:48:20,8,8,1,5
10:48:20,10:48:40,7,8,0,2
10:48:40,10:49:00,9,1,8,4
10:49:00,10:49:20,3,7,2,0
10:49:20,10:49:40,0,9,4,7
10:49:40,10:50:00,3,9,3,7
10:50:00,10:50:20,2,7,0,8
10:50:20,10:50:40,2,5,8,2
10:50:40,10:51:00,5,2,5,2
10:51:00,10:51:20,7,1,5,0
10:51:20,10:51:40,4,9,8,3
10:51:40,10:52:00,5,9,7,5
10:52:00,10:52:20,1,1,1,6
10:52:20,10:52:40,6,3,9,3
10:52:40,10:53:00,9,3,6,3
10:53:00,10:53:20,7,1,2,1
10:53:20,10:53:40,0,5,4,2
10:53:40,10:54:00,2,1,7,3
10:54:00,10:54:20,0,1,7,0
10:54:20,10:54:40,9,2,1,9
10:54:40,10:55:00,5,2,0,0
10:55:00,10:55:20,5,5,3,1
10:55:20,10:55:40,2,7,0,0
10:55:40,10:56:00,6,4,1,8
10:56:00,10:56:20,9,9,3,4
10:56:20,10:56:40,9,7,7,5
10:56:40,10:57:00,1,8,3,9
10:57:00,10:57:20,6,2,8,3
10:57:20,10:57:40,6,2,6,4
10:57:40,10:58:00,3,2,5,3
10:58:00,10:58:20,8,9,2,9
10:58:20,10:58:40,7,8,3,6
10:58:40,10:59:00,7,5,2,6
10:59:00,10:59:20,8,0,4,5
10:59:20,10:59:40,9,7,5,2
10:59:40,11:00:00,9,2,7,9
11:00:00,11:00:20,5,6,8,2
11:00:20,11:00:40,7,9,8,7
11:00:40,11:01:00,5,4,1,2
11:01:00,11:01:20,5,8,2,2
11:01:20,11:01:40,8,0,3,5
11:01:40,11:02:00,1,4,4,9
11:02:00,11:02:20,9,0,3,0
11:02:20,11:02:40,8,4,0,7
11:02:40,11:03:00,8,9,3,6
11:03:00,11:03:20,4,1,4,2
11:03:20,11:03:40,6,5,9,5
11:03:40,11:04:00,1,1,0,7
11:04:00,11:04:20,2,1,3,4
11:04:20,11:04:40,5,0,3,2
11:04:40,11:05:00,9,6,8,1
11:05:00,11:05:20,7,6,4,5
11:05:20,11:05:40,8,0,5,3
11:05:40,11:06:00,1,5,5,5
11:06:00,11:06:20,4,9,8,6
11:06:20,11:06:40,7,4,0,9
11:06:40,11:07:00,9,2,8,3
11:07:00,11:07:20,4,3,4,8
11:07:20,11:07:40,2,4,8,6
11:07:40,11:08:00,4,9,3,1
11:08:00,11:08:20,9,8,3,0
11:08:20,11:08:40,9,0,6,7
11:08:40,11:09:00,6,5,2,0
11:09:00,11:09:20,4,4,7,7
11:09:20,11:09:40,4,2,7,4
11:09:40,11:10:00,9,7,4,9
11:10:00,11:10:20,6,3,3,2
11:10:20,11:10:40,1,7,3,6
11:10:40,11:11:00,1,7,9,3
11:11:00,11:11:20,9,8,5,0
11:11:20,11:11:40,5,4,9,2
11:11:40,11:12:00,2,8,0,9
11:12:00,11:12:20,6,2,9,4
11:12:20,11:12:40,2,4,9,4
11:12:40,11:13:00,4,3,5,9
11:13:00,11:13:20,3,2,7,0
11:13:20,11:13:40,6,4,6,2
11:13:40,11:14:00,7,0,2,1
11:14:00,11:14:20,7,6,1,8
11:14:20,11:14:40,3,4,6,7
11:14:40,11:15:00,0,3,7,7
11:15:00,11:15:20,0,5,2,0
11:15:20,11:15:40,5,7,1,6
11:15:40,11:16:00,6,8,1,5
11:16:00,11:16:20,2,6,8,7
11:16:20,11:16:40,1,2,1,6
11:16:40,11:17:00,3,3,8,9
11:17:00,11:17:20,7,4,4,0
11:17:20,11:17:40,5,3,0,7
11:17:40,11:18:00,6,0,9,0
11:18:00,11:18:20,0,1,6,1
11:18:20,11:18:40,4,0,9,5
11:18:40,11:19:00,7,3,7,0
11:19:00,11:19:20,3,3,6,8
11:19:20,11:19:40,0,1,4,9
11:19:40,11:20:00,1,0,1,9
11:20:00,11:20:20,7,5,4,2
11:20:20,11:20:40,0,0,6,9
11:20:40,11:21:00,3,5,9,1
11:21:00,11:21:20,3,1,2,4
11:21:20,11:21:40,5,2,5,4
11:21:40,11:22:00,9,7,0,9
11:22:00,11:22:20,7,0,8,2
11:22:20,11:22:40,5,2,0,6
11:22:40,11:23:00,0,1,4,9
11:23:00,11:23:20,5,0,4,4
11:23:20,11:23:40,8,2,0,0
11:23:40,11:24:00,1,3,1,5
11:24:00,11:24:20,8,8,4,1
11:24:20,11:24:40,9,0,9,2
11:24:40,11:25:00,1,2,3,5
11:25:00,11:25:20,3,5,1,3
11:25:20,11:25:40,2,4,1,7
11:25:40,11:26:00,5,1,4,9
11:26:00,11:26:20,7,7,2,5
11:26:20,11:26:40,7,6,8,6
11:26:40,11:27:00,7,5,2,7
11:27:00,11:27:20,8,5,0,9
11:27:20,11:27:40,5,7,3,4
11:27:40,11:28:00,3,6,0,0
11:28:00,11:28:20,3,9,5,9
11:28:20,11:28:40,3,4,5,8
11:28:40,11:29:00,5,2,5,3
11:29:00,11:29:20,9,8,1,7
11:29:20,11:29:40,9,6,3,0
11:29:40,11:30:00,0,5,1,8
11:30:00,11:30:20,5,6,6,2
11:30:20,11:30:40,8,7,6,2
11:30:40,11:31:00,3,0,2,6
11:31:00,11:31:20,8,4,8,1
11:31:20,11:31:40,6,9,2,8
11:31:40,11:32:00,5,8,4,5
11:32:00,11:32:20,5,1,3,9
11:32:20,11:32:40,4,9,4,4
11:32:40,11:33:00,3,2,4,6
11:33:00,11:33:20,5,6,9,7
11:33:20,11:33:40,7,0,0,3
11:33:40,11:34:00,2,6,3,8
11:34:00,11:34:20,1,8,6,9
11:34:20,11:34:40,4,9,2,7
11:34:40,11:35:00,6,7,7,6
11:35:00,11:35:20,4,9,8,0
11:35:20,11:35:40,7,6,2,6
11:35:40,11:36:00,3,8,4,6
11:36:00,11:36:20,9,5,8,0
11:36:20,11:36:40,6,5,5,5
11:36:40,11:37:00,8,3,0,5
11:37:00,11:37:20,9,7,2,0
11:37:20,11:37:40,6,7,6,4
